"symbol"	"prevSymbols"	"synonyms"	"name"	"refSeqName"
"250"	"MVP"	""	"LRP,VAULT1"	"major vault protein"	"MVP"
"251"	"PHOX2B"	"PMX2B"	"PHOX2B,NBPHOX"	"paired like homeobox 2b"	"PHOX2B"
"252"	"RSPO1"	""	"FLJ40906,RSPONDIN"	"R-spondin 1"	"RSPO1"
"253"	"ADARB2"	""	"RED2,HRED2,ADAR3"	"adenosine deaminase, RNA specific B2 (inactive)"	"ADARB2"
"254"	"ACCS"	""	"PHACS,ACS"	"1-aminocyclopropane-1-carboxylate synthase homolog (inactive)"	"ACCS"
"255"	"ZDHHC14"	""	"FLJ20984,NEW1CP"	"zinc finger DHHC-type containing 14"	"ZDHHC14"
"256"	"CYP7B1"	"SPG5A"	""	"cytochrome P450 family 7 subfamily B member 1"	"CYP7B1"
"257"	"HOXB8"	"HOX2,HOX2D"	""	"homeobox B8"	"HOXB8"
"258"	"FHL2"	""	"SLIM3,DRAL"	"four and a half LIM domains 2"	"FHL2"
"259"	"ERCC8"	"CKN1"	"CSA"	"ERCC excision repair 8, CSA ubiquitin ligase complex subunit"	"ERCC8"
"260"	"FANCG"	"XRCC9"	"FAG"	"Fanconi anemia complementation group G"	"FANCG"
"261"	"EIF4EBP1"	""	"PHAS-I,4E-BP1"	"eukaryotic translation initiation factor 4E binding protein 1"	"EIF4EBP1"
"262"	"LRGUK"	""	"FLJ32786,CFAP246"	"leucine rich repeats and guanylate kinase domain containing"	"LRGUK"
"263"	"ST13"	""	"SNC6,HSPABP1,HIP,P48,FAM10A1"	"ST13, Hsp70 interacting protein"	"ST13"
"264"	"SAV1"	""	"WW45,WWP4,SALVADOR"	"salvador family WW domain containing protein 1"	"SAV1"
"265"	"PTK7"	""	"CCK4"	"protein tyrosine kinase 7 (inactive)"	"PTK7"
"266"	"TFG"	""	"TF6,FLJ36137,SPG57"	"TRK-fused gene"	"TFG"
"267"	"CASP1"	"IL1BC"	"ICE"	"caspase 1"	"CASP1"
"268"	"PKIG"	""	""	"cAMP-dependent protein kinase inhibitor gamma"	"PKIG"
"269"	"RSF1"	"HBXAP"	"XAP8,RSF-1,P325"	"remodeling and spacing factor 1"	"RSF1"
"270"	"TNFSF18"	""	"AITRL,TL6,HGITRL"	"TNF superfamily member 18"	"TNFSF18"
"271"	"WDR82"	"TMEM113"	"PRO2730,MST107,MSTP107,PRO34047,WDR82A,SWD2"	"WD repeat domain 82"	"WDR82"
"272"	"ADAM23"	""	"MDC3"	"ADAM metallopeptidase domain 23"	"ADAM23"
"273"	"ETV4"	""	"E1A-F,E1AF,PEA3"	"ETS variant 4"	"ETV4"
"274"	"TNFRSF1A"	"TNFR1"	"TNF-R,TNFAR,TNFR60,TNF-R-I,CD120A,TNF-R55"	"TNF receptor superfamily member 1A"	"TNFRSF1A"
"275"	"ATF2"	"CREB2"	"TREB7,CRE-BP1,HB16"	"activating transcription factor 2"	"ATF2"
"276"	"SSPN"	"KRAG"	"SPN1,SPN2"	"sarcospan"	"SSPN"
"277"	"EIF4A2"	"EIF4F"	"DDX2B,EIF4A,BM-010"	"eukaryotic translation initiation factor 4A2"	"EIF4A2"
"278"	"NFKB2"	""	"LYT-10,P52,P105,NF-KB2,P49/P100"	"nuclear factor kappa B subunit 2"	"NFKB2"
"279"	"BCL2L12"	""	""	"BCL2 like 12"	"BCL2L12"
"280"	"DMTF1"	""	"DMP1,DMTF,HDMP1,MRUL"	"cyclin D binding myb like transcription factor 1"	"DMTF1"
"281"	"HYAL2"	""	"LUCA-2,LUCA2"	"hyaluronoglucosaminidase 2"	"HYAL2"
"282"	"ETV1"	""	"ER81"	"ETS variant 1"	"ETV1"
"283"	"RAD52"	""	""	"RAD52 homolog, DNA repair protein"	"RAD52"
"284"	"CAV1"	"CAV"	""	"caveolin 1"	"CAV1"
"285"	"CYP2W1"	""	"FLJ20359,MGC34287"	"cytochrome P450 family 2 subfamily W member 1"	"CYP2W1"
"286"	"CDK18"	"PCTK3"	"PCTAIRE3"	"cyclin dependent kinase 18"	"CDK18"
"287"	"JAG1"	"AGS,JAGL1"	"AHD,AWS,HJ1,CD339"	"jagged 1"	"JAG1"
"288"	"EPB41L3"	""	"DAL1,KIAA0987,4.1B"	"erythrocyte membrane protein band 4.1 like 3"	"EPB41L3"
"289"	"TMPRSS2"	""	"PRSS10"	"transmembrane serine protease 2"	"TMPRSS2"
"290"	"CELA1"	"ELA1"	""	"chymotrypsin like elastase family member 1"	"CELA1"
"291"	"COL1A2"	"OI4"	""	"collagen type I alpha 2 chain"	"COL1A2"
"292"	"CREB1"	""	""	"cAMP responsive element binding protein 1"	"CREB1"
"293"	"CDC25A"	""	""	"cell division cycle 25A"	"CDC25A"
"294"	"SPTAN1"	""	""	"spectrin alpha, non-erythrocytic 1"	"SPTAN1"
"295"	"LPAR1"	"EDG2"	"EDG-2,REC.1.3,VZG-1,GPCR26,MREC1.3,LPA1,GPR26"	"lysophosphatidic acid receptor 1"	"LPAR1"
"296"	"HDAC2"	""	"RPD3,YAF1"	"histone deacetylase 2"	"HDAC2"
"297"	"IL6"	"IFNB2"	"IL-6,BSF2,HGF,HSF"	"interleukin 6"	"IL6"
"298"	"ACKR3"	"CMKOR1,CXCR7"	"RDC1,GPR159"	"atypical chemokine receptor 3"	"ACKR3"
"299"	"BIRC2"	"API1"	"CIAP1,HIAP-2,MIHB,RNF48,C-IAP1"	"baculoviral IAP repeat containing 2"	"BIRC2"
"300"	"POU4F1"	"BRN3A"	"RDC-1"	"POU class 4 homeobox 1"	"POU4F1"
"301"	"PMS2"	"PMSL2"	"H_DJ0042M02.9,HNPCC4,MLH4"	"PMS1 homolog 2, mismatch repair system component"	"PMS2"
"302"	"AMER1"	"FAM123B"	"RP11-403E24.2,FLJ39827,WTX"	"APC membrane recruitment protein 1"	"AMER1"
"303"	"HMGN2P46"	"C15ORF21"	"FLJ39426,D-PCA-2"	"high mobility group nucleosomal binding domain 2 pseudogene 46"	"HMGN2P46"
"304"	"KLK2"	""	""	"kallikrein related peptidase 2"	"KLK2"
"305"	"MYH11"	""	"SMMHC,SMHC"	"myosin heavy chain 11"	"MYH11"
"306"	"CD52"	"CDW52"	"HE5,EDDM5"	"CD52 molecule"	"CD52"
"307"	"SCN3B"	""	"HSA243396"	"sodium voltage-gated channel beta subunit 3"	"SCN3B"
"308"	"POU2F2"	"OTF2"	"OCT2"	"POU class 2 homeobox 2"	"POU2F2"
"309"	"RPL26"	""	"L26"	"ribosomal protein L26"	"RPL26"
"310"	"ELK4"	""	"SAP1"	"ELK4, ETS transcription factor"	"ELK4"
"311"	"SCAF1"	""	"SR-A1,FLJ00034"	"SR-related CTD associated factor 1"	"SCAF1"
"312"	"SLC5A5"	""	"NIS"	"solute carrier family 5 member 5"	"SLC5A5"
"313"	"BACH2"	""	"BTBD25"	"BTB domain and CNC homolog 2"	"BACH2"
"314"	"SSBP4"	""	""	"single stranded DNA binding protein 4"	"SSBP4"
"315"	"DLST"	"DLTS"	""	"dihydrolipoamide S-succinyltransferase"	"DLST"
"316"	"FSCN1"	"SNL"	"P55,FLJ38511"	"fascin actin-bundling protein 1"	"FSCN1"
"317"	"FLNB"	"FLN1L,LRS1"	"TAP,TABP,ABP-278,FH1"	"filamin B"	"FLNB"
"318"	"MAP2"	""	"MAP2A,MAP2B,MAP2C"	"microtubule associated protein 2"	"MAP2"
"319"	"TSPAN8"	"TM4SF3"	"CO-029"	"tetraspanin 8"	"TSPAN8"
"320"	"NCKIPSD"	""	"AF3P21,SPIN90,ORF1,WISH,WASLBP,DIP1"	"NCK interacting protein with SH3 domain"	"NCKIPSD"
"321"	"RARG"	""	"RARC,NR1B3"	"retinoic acid receptor gamma"	"RARG"
"322"	"SPAM1"	""	"HYAL5,PH-20,SPAG15"	"sperm adhesion molecule 1"	"SPAM1"
"323"	"BCL6"	"ZNF51"	"ZBTB27,LAZ3,BCL5,BCL6A"	"B cell CLL/lymphoma 6"	"BCL6"
"324"	"GSTM1"	"GST1"	"MU,H-B"	"glutathione S-transferase mu 1"	"GSTM1"
"325"	"AXIN2"	""	"MGC126582,DKFZP781B0869"	"axin 2"	"AXIN2"
"326"	"RHBG"	""	"SLC42A2"	"Rh family B glycoprotein (gene/pseudogene)"	"RHBG"
"327"	"ITGA11"	""	"HST18964"	"integrin subunit alpha 11"	"ITGA11"
"328"	"CARS"	""	"CARS1"	"cysteinyl-tRNA synthetase"	"CARS"
"329"	"TRIAP1"	""	"P53CSV,WF-1,HSPC132,MDM35"	"TP53 regulated inhibitor of apoptosis 1"	"TRIAP1"
"330"	"THBS1"	""	"TSP1,THBS,TSP,THBS-1,TSP-1"	"thrombospondin 1"	"THBS1"
"331"	"DBN1"	"D0S117E"	""	"drebrin 1"	"DBN1"
"332"	"ARHGAP26"	""	"GRAF,KIAA0621,OPHN1L,OPHN1L1"	"Rho GTPase activating protein 26"	"ARHGAP26"
"333"	"SORBS2"	""	"ARGBP2,KIAA0777"	"sorbin and SH3 domain containing 2"	"SORBS2"
"334"	"SDHAF2"	"PGL2,C11ORF79"	"FLJ20487,SDH5"	"succinate dehydrogenase complex assembly factor 2"	"SDHAF2"
"335"	"MLH1"	"COCA2"	"HNPCC,FCC2,HNPCC2"	"mutL homolog 1"	"MLH1"
"336"	"CASP8"	""	"MCH5,MACH,FLICE,CASP-8"	"caspase 8"	"CASP8"
"337"	"MKL1"	""	"KIAA1438,MAL,MRTF-A,BSAC,MKL"	"megakaryoblastic leukemia (translocation) 1"	"MKL1"
"338"	"KLF6"	"BCD1,ST12,COPEB"	"CPBP,GBF,ZF9,PAC1"	"Kruppel like factor 6"	"KLF6"
"339"	"TFAP4"	""	"AP-4,BHLHC41"	"transcription factor AP-4"	"TFAP4"
"340"	"RTN4IP1"	""	"NIMP"	"reticulon 4 interacting protein 1"	"RTN4IP1"
"341"	"CD248"	"CD164L1"	"TEM1"	"CD248 molecule"	"CD248"
"342"	"NFKBIE"	""	"IKBE"	"NFKB inhibitor epsilon"	"NFKBIE"
"343"	"CDK11B"	"CDC2L1"	"CDK11-P110,CDK11-P58,CDK11-P46"	"cyclin dependent kinase 11B"	"CDK11B"
"344"	"DUSP2"	""	"PAC-1"	"dual specificity phosphatase 2"	"DUSP2"
"345"	"SMAP1"	""	"FLJ13159,SMAP-1"	"small ArfGAP 1"	"SMAP1"
"346"	"ZFHX3"	"ATBF1"	"ZNF927"	"zinc finger homeobox 3"	"ZFHX3"
"347"	"SYNE2"	""	"SYNE-2,DKFZP434H2235,NESPRIN-2,NUANCE,NUA,KIAA1011,NESP2"	"spectrin repeat containing nuclear envelope protein 2"	"SYNE2"
"348"	"VEGFA"	"VEGF"	"VEGF-A,VPF"	"vascular endothelial growth factor A"	"VEGFA"
"349"	"GMFB"	""	"GMF"	"glia maturation factor beta"	"GMFB"
"350"	"PMEL"	"SIL,SILV"	"D12S53E,SI,PMEL17,GP100"	"premelanosome protein"	"PMEL"
"351"	"ALAD"	""	"ALADH,PBGS"	"aminolevulinate dehydratase"	"ALAD"
"352"	"SIPA1"	""	"SPA1"	"signal-induced proliferation-associated 1"	"SIPA1"
"353"	"GPC3"	"SDYS"	"OCI-5,SGBS,SGBS1,SGB,DGSX"	"glypican 3"	"GPC3"
"354"	"RPN1"	""	"OST1"	"ribophorin I"	"RPN1"
"355"	"IRF2BP2"	""	"IRF-2BP2"	"interferon regulatory factor 2 binding protein 2"	"IRF2BP2"
"356"	"SMAD4"	"MADH4"	"DPC4"	"SMAD family member 4"	"SMAD4"
"357"	"TOP2B"	""	""	"DNA topoisomerase II beta"	"TOP2B"
"358"	"MED12"	"TNRC11,FGS1"	"CAGH45,HOPA,OPA1,TRAP230,KIAA0192,OKS"	"mediator complex subunit 12"	"MED12"
"359"	"EIF4E"	"EIF4EL1,EIF4F"	"EIF4E1"	"eukaryotic translation initiation factor 4E"	"EIF4E"
"360"	"IDO1"	"IDO,INDO"	""	"indoleamine 2,3-dioxygenase 1"	"IDO1"
"361"	"PPM1E"	""	"POPX1,KIAA1072,PP2CH,CAMKP-N"	"protein phosphatase, Mg2+/Mn2+ dependent 1E"	"PPM1E"
"362"	"HIVEP3"	""	"KRC,KBP1,KBP-1,SHN3,FLJ16752,KIAA1555,ZAS3,SCHNURRI-3,ZNF40C"	"human immunodeficiency virus type I enhancer binding protein 3"	"HIVEP3"
"363"	"ARHGEF2"	""	"LFP40,GEF-H1,KIAA0651,P40"	"Rho/Rac guanine nucleotide exchange factor 2"	"ARHGEF2"
"364"	"AKT1"	""	"RAC,PKB,PRKBA,AKT"	"AKT serine/threonine kinase 1"	"AKT1"
"365"	"NKX2-1"	"NKX2A,BCH,TITF1"	"TTF-1,TTF1"	"NK2 homeobox 1"	"NKX2-1"
"366"	"TMPRSS3"	"DFNB10,DFNB8"	""	"transmembrane serine protease 3"	"TMPRSS3"
"367"	"PLCH2"	"PLCL4"	"KIAA0450,PLCETA2,RP3-395M20.1,PLC-ETA2"	"phospholipase C eta 2"	"PLCH2"
"368"	"MAL"	""	""	"mal, T cell differentiation protein"	"MAL"
"369"	"MIR10B"	"MIRN10B"	"HSA-MIR-10B"	"microRNA 10b"	"MIR10B"
"370"	"BSPRY"	""	"FLJ20150"	"B-box and SPRY domain containing"	"BSPRY"
"371"	"CDK11A"	"CDC2L3,CDC2L2"	"PITSLRE,CDK11-P110,CDK11-P58,CDK11-P46,P58GTA"	"cyclin dependent kinase 11A"	"CDK11A"
"372"	"MAPK13"	"PRKM13"	"SAPK4,P38DELTA"	"mitogen-activated protein kinase 13"	"MAPK13"
"373"	"ARMCX3"	""	"ALEX3,GASP6"	"armadillo repeat containing X-linked 3"	"ARMCX3"
"374"	"SLC38A2"	""	"SAT2,ATA2,KIAA1382,SNAT2"	"solute carrier family 38 member 2"	"SLC38A2"
"375"	"CHD5"	""	""	"chromodomain helicase DNA binding protein 5"	"CHD5"
"376"	"TCL1A"	""	"TCL1"	"T cell leukemia/lymphoma 1A"	"TCL1A"
"377"	"BIN1"	"AMPHL"	"SH3P9,AMPH2"	"bridging integrator 1"	"BIN1"
"378"	"TAL2"	""	"BHLHA19"	"TAL bHLH transcription factor 2"	"TAL2"
"379"	"GRB2"	""	"NCKAP2"	"growth factor receptor bound protein 2"	"GRB2"
"380"	"NACA"	""	"NACA1"	"nascent polypeptide associated complex subunit alpha"	"NACA"
"381"	"HSPBAP1"	""	"FLJ22623,PASS1"	"HSPB1 associated protein 1"	"HSPBAP1"
"382"	"MAPK3"	"PRKM3"	"ERK1,P44MAPK,P44ERK1"	"mitogen-activated protein kinase 3"	"MAPK3"
"383"	"RAD23A"	""	"HHR23A,MGC111083"	"RAD23 homolog A, nucleotide excision repair protein"	"RAD23A"
"384"	"ZSCAN22"	"ZNF50,HKR2"	""	"zinc finger and SCAN domain containing 22"	"ZSCAN22"
"385"	"EIF3F"	"EIF3S5"	"EIF3-EPSILON,EIF3-P47,EIF3F"	"eukaryotic translation initiation factor 3 subunit F"	"EIF3F"
"386"	"MYCN"	"NMYC"	"BHLHE37,N-MYC,MYCNOT"	"MYCN proto-oncogene, bHLH transcription factor"	"MYCN"
"387"	"CSF1"	""	"M-CSF,MCSF,MGC31930"	"colony stimulating factor 1"	"CSF1"
"388"	"FOXC2"	"FKHL14"	"MFH-1"	"forkhead box C2"	"FOXC2"
"389"	"SERPINB5"	"PI5"	"MASPIN"	"serpin family B member 5"	"SERPINB5"
"390"	"GAS1"	""	""	"growth arrest specific 1"	"GAS1"
"391"	"FGF11"	""	"FHF3,FLJ16061,MGC45269,MGC102953"	"fibroblast growth factor 11"	"FGF11"
"392"	"SATB1"	""	""	"SATB homeobox 1"	"SATB1"
"393"	"MAPK6"	"PRKM6"	"ERK3,P97MAPK,HST17250"	"mitogen-activated protein kinase 6"	"MAPK6"
"394"	"KDM4C"	"JMJD2C"	"GASC1,KIAA0780,TDRD14C"	"lysine demethylase 4C"	"KDM4C"
"395"	"NLRC4"	"CARD12"	"CLAN1,IPAF,CLANA,CLANB,CLANC,CLAND,CLR2.1,CLAN"	"NLR family CARD domain containing 4"	"NLRC4"
"396"	"WDR77"	""	"MEP50,P44"	"WD repeat domain 77"	"WDR77"
"397"	"ABO"	""	"A3GALNT,A3GALT1"	"ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase"	"ABO"
"398"	"LOXL2"	""	"WS9-14,LOR"	"lysyl oxidase like 2"	"LOXL2"
"399"	"GIP"	""	""	"gastric inhibitory polypeptide"	"GIP"
"400"	"NUP214"	""	"CAIN,CAN,D9S46E,N214"	"nucleoporin 214"	"NUP214"
"401"	"HFE"	""	"HLA-H"	"homeostatic iron regulator"	"HFE"
"402"	"STK11"	""	"PJS,LKB1"	"serine/threonine kinase 11"	"STK11"
"403"	"VRK1"	""	""	"vaccinia related kinase 1"	"VRK1"
"404"	"INPPL1"	""	"SHIP2"	"inositol polyphosphate phosphatase like 1"	"INPPL1"
"405"	"ATIC"	""	"PURH,AICARFT,IMPCHASE"	"5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase"	"ATIC"
"406"	"ECT2"	""	"ARHGEF31"	"epithelial cell transforming 2"	"ECT2"
"407"	"NNMT"	""	""	"nicotinamide N-methyltransferase"	"NNMT"
"408"	"ARAFP2"	"ARAF2,ARAFPS,ARAF2P"	"PKS1"	"ARAF pseudogene 2"	NA
"409"	"MNX1"	"HLXB9"	"HB9,HOXHB9,SCRA1"	"motor neuron and pancreas homeobox 1"	"MNX1"
"410"	"L1CAM"	"HSAS1,SPG1,HSAS,MASA,MIC5,S10"	"CD171"	"L1 cell adhesion molecule"	"L1CAM"
"411"	"CYP1A1"	"CYP1"	"P450DX,P1-450,P450-C,CP11"	"cytochrome P450 family 1 subfamily A member 1"	"CYP1A1"
"412"	"ZMIZ1"	"RAI17"	"RP11-519K18.1,KIAA1224,FLJ13541,HZIMP10,ZIMP10,MIZ"	"zinc finger MIZ-type containing 1"	"ZMIZ1"
"413"	"CCR1"	"SCYAR1,CMKBR1"	"CKR-1,MIP1AR,CD191"	"C-C motif chemokine receptor 1"	"CCR1"
"414"	"FRYL"	"KIAA0826"	"DKFZP686E205,AF4P12,MOR2"	"FRY like transcription coactivator"	"FRYL"
"415"	"ATF5"	""	""	"activating transcription factor 5"	"ATF5"
"416"	"SOX8"	""	""	"SRY-box 8"	"SOX8"
"417"	"PTGS2"	""	"COX2"	"prostaglandin-endoperoxide synthase 2"	"PTGS2"
"418"	"CDK16"	"PCTK1"	"PCTAIRE,PCTAIRE1,PCTGAIRE,FLJ16665"	"cyclin dependent kinase 16"	"CDK16"
"419"	"RNASET2"	""	"RNASE6PL,FLJ10907,BA514O12.3"	"ribonuclease T2"	"RNASET2"
"420"	"LAPTM5"	""	""	"lysosomal protein transmembrane 5"	"LAPTM5"
"421"	"ZNF384"	"TNRC1"	"CAGH1A,CIZ,NMP4,NP"	"zinc finger protein 384"	"ZNF384"
"422"	"PTCH2"	""	""	"patched 2"	"PTCH2"
"423"	"BTK"	"AGMX1,IMD1"	"ATK,XLA,PSCTK1"	"Bruton tyrosine kinase"	"BTK"
"424"	"BLM"	""	"BS,RECQL3,RECQ2"	"Bloom syndrome RecQ like helicase"	"BLM"
"425"	"CYP2D6"	"CYP2DL1,CYP2D7P2,CYP2D7BP,CYP2D8P2,CYP2D7AP"	"CPD6,P450-DB1,CYP2D,P450C2D"	"cytochrome P450 family 2 subfamily D member 6"	"CYP2D6"
"426"	"DNASE1L3"	""	"DNAS1L3,LSD"	"deoxyribonuclease 1 like 3"	"DNASE1L3"
"427"	"BHLHE41"	"BHLHB3"	"DEC2,SHARP-1,SHARP1,BHLHE41"	"basic helix-loop-helix family member e41"	"BHLHE41"
"428"	"ATF3"	""	""	"activating transcription factor 3"	"ATF3"
"429"	"RB1CC1"	""	"KIAA0203,CC1,DRAGOU14,FIP200,ATG17,PPP1R131"	"RB1 inducible coiled-coil 1"	"RB1CC1"
"430"	"MBD2"	""	""	"methyl-CpG binding domain protein 2"	"MBD2"
"431"	"EPS15L1"	""	"EPS15R"	"epidermal growth factor receptor pathway substrate 15 like 1"	"EPS15L1"
"432"	"PTGIS"	""	"PGIS,CYP8A1"	"prostaglandin I2 synthase"	"PTGIS"
"433"	"ALS2CL"	""	"FLJ36525,RN49018,DKFZP686I0110"	"ALS2 C-terminal like"	"ALS2CL"
"434"	"CR2"	""	"CD21,C3DR"	"complement C3d receptor 2"	"CR2"
"435"	"TACC1"	""	""	"transforming acidic coiled-coil containing protein 1"	"TACC1"
"436"	"GUCY1A2"	"GUC1A2"	"GC-SA2"	"guanylate cyclase 1 soluble subunit alpha 2"	"GUCY1A2"
"437"	"EPCAM"	"M4S1,MIC18,TACSTD1"	"LY74,TROP1,GA733-2,EGP34,EGP40,EGP-2,KSA,CD326,EP-CAM,HEA125,KS1/4,MK-1,MH99,MOC31,323/A3,17-1A,TACST-1,CO-17A,ESA"	"epithelial cell adhesion molecule"	"EPCAM"
"438"	"CTHRC1"	""	""	"collagen triple helix repeat containing 1"	"CTHRC1"
"439"	"SEMA3F"	""	"SEMAK,SEMA4"	"semaphorin 3F"	"SEMA3F"
"440"	"SLC26A11"	""	""	"solute carrier family 26 member 11"	"SLC26A11"
"441"	"COL19A1"	""	""	"collagen type XIX alpha 1 chain"	"COL19A1"
"442"	"SGMS1"	"TMEM23"	"MOB,MGC17342,SMS1"	"sphingomyelin synthase 1"	"SGMS1"
"443"	"FAM117A"	""	""	"family with sequence similarity 117 member A"	"FAM117A"
"444"	"HERPUD1"	""	"KIAA0025,MIF1,HERP,SUP"	"homocysteine inducible ER protein with ubiquitin like domain 1"	"HERPUD1"
"445"	"LACTB"	"MRPL56"	"FLJ14902"	"lactamase beta"	"LACTB"
"446"	"SRSF2"	"SFRS2"	"SC-35,SC35,PR264,SFRS2A"	"serine and arginine rich splicing factor 2"	"SRSF2"
"447"	"NLRP2"	"NALP2"	"FLJ20510,PYPAF2,NBS1,PAN1,CLR19.9"	"NLR family pyrin domain containing 2"	"NLRP2"
"448"	"SNCG"	""	"BCSG1,SR,PERSYN"	"synuclein gamma"	"SNCG"
"449"	"SLC39A6"	""	"LIV-1"	"solute carrier family 39 member 6"	"SLC39A6"
"450"	"VAV2"	""	""	"vav guanine nucleotide exchange factor 2"	"VAV2"
"451"	"CTSL"	"CTSL1"	"FLJ31037"	"cathepsin L"	"CTSL"
"452"	"CAMKK2"	""	"CAMKK,KIAA0787,CAMKKB,MGC15254"	"calcium/calmodulin dependent protein kinase kinase 2"	"CAMKK2"
"453"	"PSMD2"	""	"S2,P97,TRAP2,MGC14274,RPN1"	"proteasome 26S subunit, non-ATPase 2"	"PSMD2"
"454"	"MSN"	""	""	"moesin"	"MSN"
"455"	"PEG3"	""	"ZKSCAN22,KIAA0287,ZNF904,ZSCAN24"	"paternally expressed 3"	"PEG3"
"456"	"VCL"	""	""	"vinculin"	"VCL"
"457"	"CUL1"	""	""	"cullin 1"	"CUL1"
"458"	"SYK"	""	""	"spleen associated tyrosine kinase"	"SYK"
"459"	"IGF1R"	""	"JTK13,CD221,IGFIR,MGC18216,IGFR"	"insulin like growth factor 1 receptor"	"IGF1R"
"460"	"STARD8"	""	"KIAA0189,ARHGAP38"	"StAR related lipid transfer domain containing 8"	"STARD8"
"461"	"GREM1"	"CKTSF1B1,CRAC1"	"DRM,GREMLIN,DAND2,HMPS"	"gremlin 1, DAN family BMP antagonist"	"GREM1"
"462"	"SHC4"	""	"RALP,SHCD"	"SHC adaptor protein 4"	"SHC4"
"463"	"NTRK3"	""	"TRKC"	"neurotrophic receptor tyrosine kinase 3"	"NTRK3"
"464"	"FAT1"	"FAT"	"CDHF7,CDHR8"	"FAT atypical cadherin 1"	"FAT1"
"465"	"FBXO5"	""	"FBX5,FBXO31,EMI1"	"F-box protein 5"	"FBXO5"
"466"	"OMD"	""	"OSTEOADHERIN,SLRR2C"	"osteomodulin"	"OMD"
"467"	"RGS19"	""	"GAIP,RGSGAIP"	"regulator of G protein signaling 19"	"RGS19"
"468"	"EBF1"	"EBF"	"OLF1"	"early B cell factor 1"	"EBF1"
"469"	"RAP2A"	"RAP2"	"K-REV"	"RAP2A, member of RAS oncogene family"	"RAP2A"
"470"	"PCED1B"	"FAM113B"	"MGC16044"	"PC-esterase domain containing 1B"	"PCED1B"
"471"	"FLI1"	""	"SIC-1,EWSR2"	"Fli-1 proto-oncogene, ETS transcription factor"	"FLI1"
"472"	"PTPN7"	""	"HEPTP,LC-PTP"	"protein tyrosine phosphatase, non-receptor type 7"	"PTPN7"
"473"	"PGF"	"PGFL"	"PLGF,PLGF-2,SHGC-10760,D12S1900,PIGF"	"placental growth factor"	"PGF"
"474"	"NPM1"	""	"B23,NPM"	"nucleophosmin 1"	"NPM1"
"475"	"AKR1C3"	"HSD17B5"	"KIAA0119,DDX,HAKRB,PGFS"	"aldo-keto reductase family 1 member C3"	"AKR1C3"
"476"	"TDGF1P3"	"TDGF3"	"TDGF2,CR-3,CRIPTO-3,CRIPTO3"	"teratocarcinoma-derived growth factor 1 pseudogene 3"	"TDGF1P3"
"477"	"AKAP9"	""	"KIAA0803,AKAP350,AKAP450,CG-NAP,YOTIAO,HYPERION,PRKA9,MU-RMS-40.16A,PPP1R45,LQT11"	"A-kinase anchoring protein 9"	"AKAP9"
"478"	"GABPB1"	"GABPB2"	"E4TF1-47,GABPB"	"GA binding protein transcription factor subunit beta 1"	"GABPB1"
"479"	"HOXA11"	"HOX1I,HOX1"	""	"homeobox A11"	"HOXA11"
"480"	"RMI2"	"C16ORF75"	"MGC24665,BLAP18"	"RecQ mediated genome instability 2"	"RMI2"
"481"	"MKRN3"	"ZNF127,D15S9"	"RNF63,ZFP127,MGC88288"	"makorin ring finger protein 3"	"MKRN3"
"482"	"ALOX5"	""	"5-LOX"	"arachidonate 5-lipoxygenase"	"ALOX5"
"483"	"FGF8"	""	"AIGF"	"fibroblast growth factor 8"	"FGF8"
"484"	"PLCB2"	""	"FLJ38135"	"phospholipase C beta 2"	"PLCB2"
"485"	"DDX5"	"HLR1,G17P1"	"P68"	"DEAD-box helicase 5"	"DDX5"
"486"	"SPA17"	""	"SP17,CT22"	"sperm autoantigenic protein 17"	"SPA17"
"487"	"CCNG1"	"CCNG"	""	"cyclin G1"	"CCNG1"
"488"	"VTI1A"	""	"MVTI1,VTI1A,VTI1-RP2"	"vesicle transport through interaction with t-SNAREs 1A"	"VTI1A"
"489"	"MME"	""	"CALLA,CD10,NEP"	"membrane metalloendopeptidase"	"MME"
"490"	"SLC44A4"	"C6ORF29"	"NG22,CTL4,FLJ14491,TPPT,DFNA72"	"solute carrier family 44 member 4"	"SLC44A4"
"491"	"FBLN1"	""	"FBLN"	"fibulin 1"	"FBLN1"
"492"	"HRAS"	"HRAS1"	""	"HRas proto-oncogene, GTPase"	"HRAS"
"493"	"RHOG"	"ARHG"	"RHOG,MGC125835,MGC125836"	"ras homolog family member G"	"RHOG"
"494"	"SH3GL2"	""	"SH3P4,SH3D2A,CNSA2,EEN-B1"	"SH3 domain containing GRB2 like 2, endophilin A1"	"SH3GL2"
"495"	"MYBBP1A"	""	"P160,PAP2,FLJ37886,POL5"	"MYB binding protein 1a"	"MYBBP1A"
"496"	"PLAGL1"	""	"ZAC,LOT1"	"PLAG1 like zinc finger 1"	"PLAGL1"
"497"	"OLFM4"	""	"OLFD,GW112,GC1"	"olfactomedin 4"	"OLFM4"
"498"	"ROS1"	""	"MCF3,ROS,C-ROS-1"	"ROS proto-oncogene 1, receptor tyrosine kinase"	"ROS1"
"499"	"ASNS"	""	""	"asparagine synthetase (glutamine-hydrolyzing)"	"ASNS"
"500"	"CNTRL"	"CEP1,CEP110"	""	"centriolin"	"CNTRL"
